Word,Cognate_Set,Language,Language_No,Word_form
MEAT,7,Catalan,23-0,CARN
MOTHER,1,Irish_A,01-0,MATHAIR
MOTHER,1,Irish_B,02-0,MATHAIR
MOTHER,1,Italian,10-0,MADRE
MOTHER,1,Spanish,20-0,MADRE
MOTHER,1,German_ST,24-0,MUTTER
MOTHER,1,Penn_Dutch,25-0,MUUTER
MOTHER,1,Dutch_List,26-0,MOEDER
MOTHER,1,Afrikaans,27-0,MOEDER
MOTHER,1,Flemish,28-0,MOEDER
MOTHER,1,Swedish_Up,30-1,MODER
MOTHER,1,Swedish_List,32-0,MODER
MOTHER,1,Danish,33-0,MODER
MOTHER,1,Faroese,36-0,MODIR
MOTHER,1,English,37-0,MOTHER
MOTHER,1,Ossetic,73-0,MAD
MOTHER,1,Persian_List,76-0,MADAR
MOTHER,1,Tadzik,77-0,MODAR
MOTHER,1,Greek_ML,66-0,METERA
MOTHER,1,Greek_MD,67-0,METERA
MOTHER,1,Greek_Mod,68-0,MITERA
MOTHER,1,Greek_D,69-0,METERA
MOTHER,1,Greek_K,70-0,METER
MOTHER,1,Vlach,09-0,MAIKA
MOTHER,1,Macedonian,52-0,MAJKA
MOTHER,1,Bulgarian,53-0,MAJKA
MOTHER,1,Serbocroatian,54-0,MAJKA
MOTHER,1,Latvian,41-0,MATE
MOTHER,1,Slovenian,42-0,MATI
MOTHER,1,Lusatian_L,43-0,MAS
MOTHER,1,Lusatian_U,44-0,MAC
MOTHER,1,Czech,45-0,MATKA
MOTHER,1,Slovak,46-0,MATKA
MOTHER,1,Czech_E,47-0,MATKA
MOTHER,1,Ukrainian,48-0,MATY
MOTHER,1,Byelorussian,49-0,MACI
MOTHER,1,Polish,50-0,MATKA
MOTHER,1,Russian,51-0,MAT
MOTHER,1,Gujarati,59-0,MATA
MOTHER,1,Baluchi,78-0,MATH
MOTHER,2,Provencal,12-0,MAIRE
MOTHER,2,French,13-0,MERE
MOTHER,2,Walloon,14-0,MERE
MOTHER,2,Catalan,23-0,MARE
MOTHER,2,Swedish_Up,30-0,MOR
MOTHER,2,Swedish_VL,31-0,MOR
MOTHER,2,Riksmal,34-0,MOR
MOTHER,2,Icelandic_ST,35-0,MOOIR
MOTHER,2,Armenian_Mod,71-0,MAYR
MOTHER,2,Armenian_List,72-0,MIRE
MOTHER,2,Afghan,74-0,MOR
MOTHER,2,Waziri,75-0,MOR
MOTHER,2,Waziri,75-1,MER
MOTHER,3,Singhalese,56-0,AMMA
MOTHER,3,Nepali_List,64-0,AMA
MOTHER,3,Khaskura,65-0,AMA
MOTHER,3,Albanian_G,82-0,AMA
MOTHER,3,Penn_Dutch,25-0,MEM
MOTHER,3,Frisian,29-0,MEM
MOTHER,3,Albanian_K,83-0,MEME
MOTHER,3,ALbanian_C,84-0,MEM
MOTHER,3,Portuguese_ST,21-0,MAI
MOTHER,3,Brazilian,22-0,MAE
MOTHER,3,Afrikaans,27-0,MA
MOTHER,3,Gujarati,59-0,MA
MOTHER,3,Panjabi_ST,60-0,MA
MOTHER,3,Lahnda,61-0,MA
MOTHER,3,Hindi,62-0,MA
MOTHER,3,Bengali,63-0,MA
MOTHER,3,Welsh_N,03-0,MAM
MOTHER,3,Welsh_C,04-0,MAM
MOTHER,3,Breton_List,05-0,MAMM
MOTHER,3,Breton_SE,06-0,MAMM
MOTHER,3,Breton_ST,07-0,MAMM
MOTHER,3,Romanian_List,08-0,MAMA
MOTHER,3,Ladin,11-0,MAMA
MOTHER,3,French_Creole_C,15-0,MAMA
MOTHER,3,French_Creole_D,16-0,MAMA
MOTHER,3,Sardinian_N,17-0,MAMA
MOTHER,3,Sardinian_L,18-0,MAMMA
MOTHER,3,Sardinian_C,19-0,MAMMA
MOTHER,3,Flemish,28-0,MAMA
MOTHER,3,Sranan,38-0,MAMA
MOTHER,3,Czech_E,47-0,MAMA
MOTHER,3,Greek_D,69-0,MAMA
MOTHER,4,Ukrainian,48-0,NEN*KA
MOTHER,4,Albanian_T,80-0,NENE
MOTHER,4,Albanian_Top,81-0,NENE
MOTHER,4,Albanian_G,82-0,NANA
MOUNTAIN,1,Romanian_List,08-0,MUNTE
MOUNTAIN,1,Vlach,09-0,MUNDE
MOUNTAIN,1,Italian,10-0,MONTAGNA
MOUNTAIN,1,Italian,10-1,MONTE
MOUNTAIN,1,Ladin,11-0,MUNT
MOUNTAIN,1,Ladin,11-1,MUNTAGNA
MOUNTAIN,1,Provencal,12-0,MOUNTAGNO
MOUNTAIN,1,French,13-0,MONTAGNE
MOUNTAIN,1,Walloon,14-0,MONTAGNE
MOUNTAIN,1,French_Creole_C,15-0,MON
MOUNTAIN,1,French_Creole_C,15-1,MOTAY
MOUNTAIN,1,French_Creole_D,16-0,MON
MOUNTAIN,1,Sardinian_N,17-0,MONTE
MOUNTAIN,1,Sardinian_L,18-0,MUNTAGNA
MOUNTAIN,1,Sardinian_C,19-0,MONTI
MOUNTAIN,1,Spanish,20-0,MONTANA
MOUNTAIN,1,Portuguese_ST,21-0,MONTE
MOUNTAIN,1,Portuguese_ST,21-1,MONTANHA
MOUNTAIN,1,Brazilian,22-0,MONTANHA
MOUNTAIN,1,Catalan,23-0,MONT
MOUNTAIN,1,Catalan,23-1,MONTANYA
MOUNTAIN,1,Penn_Dutch,25-0,MOUNTAIN
MOUNTAIN,1,English,37-0,MOUNTAIN
MOUNTAIN,2,Ossetic,73-0,XOX
MOUNTAIN,2,Persian_List,76-0,KUH
MOUNTAIN,2,Tadzik,77-0,KUX
MOUNTAIN,2,Wakhi,79-0,KU
MOUNTAIN,3,Albanian_T,80-0,MAL
MOUNTAIN,3,Albanian_Top,81-0,MAL
MOUNTAIN,3,Albanian_G,82-0,MALI
MOUNTAIN,3,Albanian_K,83-0,MAL
MOUNTAIN,3,ALbanian_C,84-0,MAL
MOUNTAIN,4,German_ST,24-0,BERG
MOUNTAIN,4,Dutch_List,26-0,BERG
MOUNTAIN,4,Afrikaans,27-0,BERG
MOUNTAIN,4,Flemish,28-0,BERG
MOUNTAIN,4,Frisian,29-0,BERCH
MOUNTAIN,4,Swedish_Up,30-0,BERG
MOUNTAIN,4,Swedish_VL,31-0,BARJ
MOUNTAIN,4,Swedish_List,32-0,BERG
MOUNTAIN,4,Danish,33-0,BJERG
MOUNTAIN,4,Sranan,38-0,BERGI
MOUNTAIN,5,Swedish_VL,31-0,FJEL
MOUNTAIN,5,Swedish_VL,31-1,FJAL
MOUNTAIN,5,Riksmal,34-0,FJELL
MOUNTAIN,5,Icelandic_ST,35-0,FJALL
MOUNTAIN,5,Faroese,36-0,FJALL
MOUNTAIN,6,Slovenian,42-0,GORE
MOUNTAIN,6,Lusatian_L,43-0,GORA
MOUNTAIN,6,Lusatian_U,44-0,HORA
MOUNTAIN,6,Czech,45-0,HORA
MOUNTAIN,6,Slovak,46-0,HORA
MOUNTAIN,6,Czech_E,47-0,HORA
MOUNTAIN,6,Ukrainian,48-0,HORA
MOUNTAIN,6,Byelorussian,49-0,HARA
MOUNTAIN,6,Polish,50-0,GORA
MOUNTAIN,6,Russian,51-0,GORA
MOUNTAIN,6,Macedonian,52-0,GORA
MOUNTAIN,6,Serbocroatian,54-0,GORA
MOUNTAIN,6,Afghan,74-0,GAR
MOUNTAIN,6,Waziri,75-0,GHAR
MOUNTAIN,7,Gujarati,59-0,PEHAR
MOUNTAIN,7,Panjabi_ST,60-0,PAR
MOUNTAIN,7,Lahnda,61-0,PEHAR
MOUNTAIN,7,Hindi,62-0,PEHAR
MOUNTAIN,7,Kashmiri,57-0,PARBATH
MOUNTAIN,7,Bengali,63-0,PORBOT
MOUNTAIN,7,Nepali_List,64-0,PARBAT
MOUNTAIN,7,Khaskura,65-0,PARBAT
MOUNTAIN,7,Baluchi,78-0,PHAWAD
MOUNTAIN,8,Greek_ML,66-0,BOUNO
MOUNTAIN,8,Greek_MD,67-0,BOUNO
MOUNTAIN,8,Greek_Mod,68-0,VUNO
MOUNTAIN,8,Greek_D,69-0,BOUNO
MOUTH,1,Albanian_T,80-0,GOJE
MOUTH,1,Albanian_Top,81-0,GOJE
MOUTH,1,Albanian_G,82-0,GOJA
MOUTH,1,Albanian_K,83-0,GOLHE
MOUTH,1,ALbanian_C,84-0,GOJ
MOUTH,2,Lithuanian_O,39-0,BURNA
MOUTH,2,Lithuanian_ST,40-0,BURNA
MOUTH,2,Armenian_Mod,71-0,BERAN
MOUTH,2,Armenian_List,72-0,BERAN
MOUTH,3,Italian,10-0,BOCCA
MOUTH,3,Ladin,11-0,BUOCHA
MOUTH,3,Provencal,12-0,BOUCO
MOUTH,3,French,13-0,BOUCHE
MOUTH,3,Walloon,14-0,BOKE
MOUTH,3,Sardinian_N,17-0,BUKKA
MOUTH,3,Sardinian_L,18-0,BUCCA
MOUTH,3,Sardinian_C,19-0,BUKKA
MOUTH,3,Spanish,20-0,BOCA
MOUTH,3,Portuguese_ST,21-0,BOCCA
MOUTH,3,Brazilian,22-0,BOCA
MOUTH,3,Catalan,23-0,BOCA
MOUTH,4,Penn_Dutch,25-0,MAUL
MOUTH,4,Frisian,29-0,MULWIRK
MOUTH,4,Latvian,41-0,MUTE
MOUTH,4,German_ST,24-0,MUND
MOUTH,4,Dutch_List,26-0,MOND
MOUTH,4,Afrikaans,27-0,MOND
MOUTH,4,Flemish,28-0,MOND
MOUTH,4,Swedish_Up,30-0,MUN
MOUTH,4,Swedish_VL,31-0,MON
MOUTH,4,Swedish_List,32-0,MUN
MOUTH,4,Danish,33-0,MUND
MOUTH,4,Riksmal,34-0,MUNN
MOUTH,4,Icelandic_ST,35-0,MUNNR
MOUTH,4,Faroese,36-0,MUNNUR
MOUTH,4,English,37-0,MOUTH
MOUTH,4,Sranan,38-0,MOFO
MOUTH,5,Greek_ML,66-0,STOMA
MOUTH,5,Greek_MD,67-0,STOMA
MOUTH,5,Greek_Mod,68-0,STOMA
MOUTH,5,Greek_D,69-0,STOMA
MOUTH,5,Greek_K,70-0,STOMA
MOUTH,6,Slovenian,42-0,VUJSTA
MOUTH,6,Lusatian_L,43-0,HUSTA
MOUTH,6,Lusatian_U,44-0,WUSTA
MOUTH,6,Czech,45-0,USTA
MOUTH,6,Slovak,46-0,USTA
MOUTH,6,Polish,50-0,USTA
MOUTH,6,Macedonian,52-0,USTA
MOUTH,6,Bulgarian,53-0,USTA
MOUTH,6,Serbocroatian,54-0,USTA
MOUTH,7,Romani,55-0,MUI
MOUTH,7,Kashmiri,57-0,MOKH
MOUTH,7,Gujarati,59-0,MOH
MOUTH,7,Gujarati,59-1,MOHRU
MOUTH,7,Panjabi_ST,60-0,MU
MOUTH,7,Lahnda,61-0,MU
MOUTH,7,Hindi,62-0,MUKH
MOUTH,7,Bengali,63-0,MUK
MOUTH,7,Nepali_List,64-0,MUKH
MOUTH,7,Khaskura,65-0,MUKH
NAME,1,Sranan,38-0,NEM
NAME,1,Panjabi_ST,60-0,NA
NAME,1,Lahnda,61-0,NA
NAME,1,Nepali_List,64-0,NAU
NAME,1,Armenian_Mod,71-0,ANUN
NAME,1,Armenian_List,72-0,ANOON
NAME,1,Afghan,74-0,NUM
NAME,1,Waziri,75-0,NUM
NAME,1,Baluchi,78-0,NAM
NAME,1,German_ST,24-0,NAME
NAME,1,Penn_Dutch,25-0,NAWME
NAME,1,Dutch_List,26-0,NAAM
NAME,1,Afrikaans,27-0,NAAM
NAME,1,Flemish,28-0,NAEM
NAME,1,Frisian,29-0,NAMME
NAME,1,Swedish_Up,30-0,NAMN
NAME,1,Swedish_VL,31-0,NAMN
NAME,1,Swedish_List,32-0,NAMN
NAME,1,English,37-0,NAME
NAME,1,Gujarati,59-0,NAM
NAME,1,Hindi,62-0,NAM
NAME,1,Bengali,63-0,NAM
NAME,1,Khaskura,65-1,NAUN
NAME,1,Khaskura,65-0,NAM
NAME,1,Romanian_List,08-0,NUME
NAME,1,Vlach,09-0,NUME
NAME,1,Italian,10-0,NOME
NAME,1,Ladin,11-0,NOM
NAME,1,Provencal,12-0,NOUM
NAME,1,French,13-0,NOM
NAME,1,Walloon,14-0,NOM
NAME,1,Walloon,14-1,NON
NAME,1,French_Creole_C,15-0,NO
NAME,1,French_Creole_D,16-0,NO
NAME,1,Sardinian_N,17-0,NUMENE
NAME,1,Sardinian_L,18-0,NOMENE
NAME,1,Sardinian_C,19-0,NOMINI
NAME,1,Spanish,20-0,NOMBRE
NAME,1,Portuguese_ST,21-0,NOME
NAME,1,Brazilian,22-0,NOME
NAME,1,Catalan,23-0,NOM
NAME,1,Singhalese,56-0,NAMA
NAME,1,Greek_ML,66-0,ONOMA
NAME,1,Greek_MD,67-0,ONOMA
NAME,1,Greek_Mod,68-0,ONOMA
NAME,1,Greek_D,69-0,ONOMA
NAME,1,Greek_K,70-0,ONOMA
NAME,1,Ossetic,73-0,NOM
NAME,1,Tadzik,77-0,NOM
NAME,1,Wakhi,79-0,NONG
NAME,2,Danish,33-0,NAVN
NAME,2,Riksmal,34-0,NAVN
NAME,2,Icelandic_ST,35-0,NAFN
NAME,2,Faroese,36-0,NAVN
NAME,2,Kashmiri,57-0,NAV
NAME,2,Marathi,58-0,NAV
NAME,3,Albanian_T,80-0,EMER
NAME,3,Albanian_Top,81-0,EMER
NAME,3,Albanian_G,82-0,EMEN
NAME,3,Albanian_K,83-0,EMER
NAME,3,ALbanian_C,84-0,EMBER
NAME,4,Slovenian,42-0,IMJ
NAME,4,Ukrainian,48-0,IM*JA
NAME,4,Byelorussian,49-0,IMJA
NAME,4,Polish,50-0,IMIE
NAME,4,Russian,51-0,IMJA
NAME,4,Macedonian,52-0,IME
NAME,4,Bulgarian,53-0,IME
NAME,4,Serbocroatian,54-0,IME
NAME,4,Lusatian_L,43-0,ME
NAME,4,Lusatian_U,44-0,MJENO
NAME,4,Czech,45-0,JMENO
NAME,4,Slovak,46-0,MENO
NAME,4,Czech_E,47-0,MENO
NARROW,1,Albanian_T,80-0,I-NGUSHTE
NARROW,1,Albanian_Top,81-0,NGUSTE
NARROW,1,Albanian_G,82-0,NGUSHT
NARROW,1,Albanian_K,83-0,NGUSTE
NARROW,1,ALbanian_C,84-0,I-NGUST
NARROW,2,Greek_ML,66-0,STENOS
NARROW,2,Greek_MD,67-0,STENOS
NARROW,2,Greek_Mod,68-0,STENOS
NARROW,2,Greek_D,69-0,STENOS
NARROW,2,Greek_K,70-0,STENOS
NARROW,3,Romanian_List,08-0,STRIMT
NARROW,3,Vlach,09-0,STRIMTU
NARROW,3,Italian,10-0,STRETTO
NARROW,3,Ladin,11-0,STRET
NARROW,3,Provencal,12-0,ESTRE
NARROW,3,French,13-0,ETROIT
NARROW,3,Walloon,14-0,STREUT
NARROW,3,French_Creole_C,15-0,ETHWET
NARROW,3,French_Creole_D,16-0,ETWET
NARROW,3,Sardinian_N,17-0,ASTRINTU
NARROW,3,Sardinian_L,18-0,ISTRINTU
NARROW,3,Sardinian_C,19-0,STRINTU
NARROW,3,Spanish,20-0,ESTRECHO
NARROW,3,Portuguese_ST,21-0,ESTREITO
NARROW,3,Brazilian,22-0,ESTREITO
NARROW,3,Catalan,23-0,ESTRET
NARROW,4,Lusatian_L,43-0,HUZKI
NARROW,4,Lusatian_U,44-0,WUZKY
NARROW,4,Czech,45-0,UZKY
NARROW,4,Slovak,46-0,UZKY
NARROW,4,Czech_E,47-0,USKO
NARROW,4,Ukrainian,48-0,VUZ*KYJ
NARROW,4,Byelorussian,49-0,VUZKI
NARROW,4,Byelorussian,49-1,VUZKA
NARROW,4,Polish,50-0,WAZKI
NARROW,4,Russian,51-0,UZKIJ
NARROW,4,Serbocroatian,54-0,UZAK
NARROW,5,Breton_List,05-0,ENK
NARROW,5,German_ST,24-0,ENG
NARROW,5,Penn_Dutch,25-0,ENG
NARROW,5,Dutch_List,26-0,ENG
NARROW,5,Afrikaans,27-0,ENG
NARROW,6,English,37-0,NARROW
NARROW,6,Dutch_List,26-0,NAUW
NARROW,6,Afrikaans,27-0,NOU
NARROW,6,Flemish,28-0,NAAUW
NARROW,6,Frisian,29-0,NAU
NARROW,7,Romani,55-0,TANK
NARROW,7,Kashmiri,57-0,TANG
NARROW,7,Panjabi_ST,60-0,TENG
NARROW,7,Lahnda,61-0,TEG
NARROW,7,Hindi,62-0,TENG
NARROW,7,Afghan,74-0,TANG
NARROW,7,Waziri,75-0,TANG
NARROW,7,Tadzik,77-0,TANG
NARROW,7,Baluchi,78-0,TANKH
NARROW,7,Wakhi,79-0,TUNG
NARROW,8,Gujarati,59-0,SAKRU
NARROW,8,Hindi,62-0,SEKRA
NARROW,8,Bengali,63-0,SORU
NARROW,8,Nepali_List,64-0,SAGURO
NARROW,8,Khaskura,65-0,SANGURO
NARROW,9,Swedish_Up,30-0,SMAL
NARROW,9,Swedish_VL,31-0,SMAL
NARROW,9,Swedish_VL,31-1,SMAL
NARROW,9,Swedish_List,32-0,SMAL
NARROW,9,Danish,33-0,SMAL
NARROW,9,Riksmal,34-0,SMAL
NARROW,9,Sranan,38-0,SMALA
NARROW,10,Swedish_Up,30-0,TRANG
NARROW,10,Swedish_VL,31-0,TRANG
NARROW,10,Swedish_VL,31-1,TRONG
NARROW,10,Swedish_List,32-0,TRANG
NARROW,10,Icelandic_ST,35-0,THRONGUR
NARROW,10,Faroese,36-0,TRONGUR
NEAR,1,Slovenian,42-0,BLIZII
NEAR,1,Lusatian_L,43-0,BLIZKI
NEAR,1,Lusatian_U,44-0,BLIZKI
NEAR,1,Czech,45-0,BLIZKY
NEAR,1,Slovak,46-0,BLIZKY
NEAR,1,Czech_E,47-0,BLISKO
NEAR,1,Ukrainian,48-0,BILJA
NEAR,1,Ukrainian,48-1,BLYZ*KO
NEAR,1,Byelorussian,49-0,BLIZKI
NEAR,1,Byelorussian,49-1,BLIZKA
NEAR,1,Polish,50-0,BLIZKO
NEAR,1,Russian,51-0,BLIZKO
NEAR,1,Macedonian,52-0,BLIZOK
NEAR,1,Macedonian,52-1,NABLIZU
NEAR,1,Bulgarian,53-0,BLIZKO
NEAR,1,Serbocroatian,54-0,BLIZU
NEAR,2,Romanian_List,08-0,APROPIAT
NEAR,2,Vlach,09-0,APREEPE
NEAR,2,Provencal,12-0,PROCHE
NEAR,2,Catalan,23-0,PROP
NEAR,2,French,13-0,PRES
NEAR,2,Walloon,14-0,PRES
NEAR,2,French_Creole_C,15-0,PWE
NEAR,2,French_Creole_D,16-0,PWE
NEAR,3,Greek_ML,66-0,KONTA
NEAR,3,Greek_MD,67-0,KONTA
NEAR,3,Greek_Mod,68-0,KONDA
NEAR,3,Greek_D,69-0,KONTA
NEAR,4,Frisian,29-0,NJONKE
NEAR,4,Swedish_Up,30-0,NARA
NEAR,4,Swedish_VL,31-0,NAR
NEAR,4,Swedish_List,32-0,NARA
NEAR,4,Danish,33-0,NAER
NEAR,4,Riksmal,34-0,NAER
NEAR,4,Faroese,36-0,NAR
NEAR,4,English,37-0,NEAR
NEAR,5,Khaskura,65-0,NAJIK
NEAR,5,Afghan,74-0,NEZDE
NEAR,5,Waziri,75-0,NEZDE
NEAR,5,Persian_List,76-0,NAZDIK
NEAR,5,Tadzik,77-0,NAZDIK
NEAR,5,Baluchi,78-0,NAZI
NEAR,5,Baluchi,78-1,NAZIKH
NEAR,5,Wakhi,79-0,NEZD
NECK,1,Breton_List,05-0,GOUZOUG
NECK,1,Breton_List,05-1,GOUG
NECK,1,Breton_SE,06-0,GOUG
NECK,1,Breton_ST,07-0,GOUZOUG
NECK,2,Greek_ML,66-0,LAIMOS
NECK,2,Greek_MD,67-0,LAIMOS
NECK,2,Greek_Mod,68-0,LEMOS
NECK,2,Greek_D,69-0,LAIMOS
NECK,2,Greek_K,70-0,LAIMOS
NECK,3,Slovenian,42-0,VRAT
NECK,3,Macedonian,52-0,VRAT
NECK,3,Bulgarian,53-0,BRAT
NECK,3,Serbocroatian,54-0,VRAT
NECK,4,Bengali,63-0,GHAR
NECK,4,Afghan,74-0,GARA
NECK,4,Waziri,75-0,GHWORA
NECK,4,Baluchi,78-0,GWAR
NECK,4,Gujarati,59-0,GERDEN
NECK,4,Lahnda,61-0,GERDEN
NECK,4,Persian_List,76-0,GARDAN
NECK,4,Tadzik,77-0,GARDAN
NECK,4,Wakhi,79-0,GERDON
NECK,5,Lusatian_L,43-0,SYJA
NECK,5,Lusatian_U,44-0,SIJA
NECK,5,Czech,45-0,SIJE
NECK,5,Ukrainian,48-0,SYJA
NECK,5,Polish,50-0,SZYJA
NECK,5,Russian,51-0,SEJA
NECK,6,Czech,45-0,KRK
NECK,6,Slovak,46-0,KRK
NECK,6,Czech_E,47-0,KRK
NECK,6,Byelorussian,49-0,KARAK
NECK,7,German_ST,24-0,NACKEN
NECK,7,Dutch_List,26-0,NEK
NECK,7,Afrikaans,27-0,NEK
NECK,7,Frisian,29-0,NEKKE
NECK,7,English,37-0,NECK
NECK,7,Sranan,38-0,NEKI
NECK,8,German_ST,24-0,HALS
NECK,8,Penn_Dutch,25-0,HOLSZ
NECK,8,Dutch_List,26-0,HALS
NECK,8,Afrikaans,27-0,HALS
NECK,8,Flemish,28-0,HALS
NECK,8,Frisian,29-0,HALS
NECK,8,Swedish_Up,30-0,HALS
NECK,8,Swedish_VL,31-0,HALS
NECK,8,Swedish_VL,31-1,HALS
NECK,8,Swedish_List,32-0,HALS
NECK,8,Danish,33-0,HALS
NECK,8,Riksmal,34-0,HALS
NECK,8,Icelandic_ST,35-0,HALS
NECK,8,Faroese,36-0,HALSUR
NECK,9,Italian,10-0,COLLO
NECK,9,Ladin,11-0,CULOZ
NECK,9,Provencal,12-0,COU
NECK,9,Provencal,12-1,COUI
NECK,9,French,13-0,COU
NECK,9,Walloon,14-0,CO
NECK,9,French_Creole_C,15-0,KU
NECK,9,French_Creole_D,16-0,KU
NECK,9,Spanish,20-0,CUELLO
NECK,9,Catalan,23-0,COLL
NECK,9,Catalan,23-1,CUA
NEW,1,Greek_ML,66-0,KAINOURGIOS
NEW,1,Greek_MD,67-0,KAINOURGIOS
NEW,1,Greek_Mod,68-0,KENURYOS
NEW,1,Greek_D,69-0,KAINOURGIOS
NEW,2,Albanian_T,80-0,I-RI
NEW,2,Albanian_Top,81-0,I-IRI
NEW,2,Albanian_G,82-0,RI
NEW,2,Albanian_K,83-0,RII
NEW,2,ALbanian_C,84-0,I-RI
NEW,3,Irish_A,01-0,NUA
NEW,3,Irish_B,02-0,NUADH
NEW,3,Welsh_N,03-0,NEWYDD
NEW,3,Welsh_C,04-0,NEWYDD
NEW,3,Breton_SE,06-0,NEUE
NEW,3,Vlach,09-0,NAWE
NEW,3,German_ST,24-0,NEU
NEW,3,Penn_Dutch,25-0,NEI
NEW,3,Dutch_List,26-0,NIEUW
NEW,3,Afrikaans,27-0,NUWE
NEW,3,Flemish,28-0,NIEUW
NEW,3,Swedish_Up,30-0,NY
NEW,3,Swedish_VL,31-0,NY
NEW,3,Swedish_List,32-0,NY
NEW,3,Danish,33-0,NY
NEW,3,Riksmal,34-0,NY
NEW,3,English,37-0,NEW
NEW,3,Singhalese,56-0,NAVA
NEW,3,Kashmiri,57-0,NOWU
NEW,3,Marathi,58-0,NEVIN
NEW,3,Gujarati,59-0,NEWU
NEW,3,Panjabi_ST,60-0,NEVA
NEW,3,Lahnda,61-0,NEWA
NEW,3,Hindi,62-0,NEYA
NEW,3,Nepali_List,64-0,NAYA
NEW,3,Khaskura,65-0,NAYA
NEW,3,Waziri,75-0,NEWAI
NEW,3,Tadzik,77-0,NAV
NEW,3,Tadzik,77-1,NAVBAROMAD
NEW,3,Breton_List,05-0,NEVEZ
NEW,3,Breton_ST,07-0,NEVEZ
NEW,3,Romanian_List,08-0,NOU
NEW,3,Italian,10-0,NUOVO
NEW,3,Ladin,11-0,NOUV
NEW,3,Ladin,11-1,NOV
NEW,3,Provencal,12-0,NOUVEU
NEW,3,French,13-0,NOUVEAU
NEW,3,Walloon,14-0,NOVE
NEW,3,French_Creole_C,15-0,NUVO
NEW,3,French_Creole_D,16-0,NUVO
NEW,3,Sardinian_N,17-0,NOVU
NEW,3,Sardinian_L,18-0,NOU
NEW,3,Sardinian_C,19-0,NOU
NEW,3,Spanish,20-0,NUEVO
NEW,3,Portuguese_ST,21-0,NOVO
NEW,3,Brazilian,22-0,NOVO
NEW,3,Catalan,23-0,NOU
NEW,3,Lithuanian_O,39-0,NAUJAS
NEW,3,Lithuanian_ST,40-0,NAUJAS
NEW,3,Slovenian,42-0,NOVA
NEW,3,Lusatian_L,43-0,NOWY
NEW,3,Lusatian_U,44-0,NOWY
NEW,3,Czech,45-0,NOVY
NEW,3,Slovak,46-0,NOVY
NEW,3,Czech_E,47-0,NOVE
NEW,3,Ukrainian,48-0,NOVYJ-A-E
NEW,3,Byelorussian,49-0,NOVY
NEW,3,Byelorussian,49-1,NOVA
NEW,3,Polish,50-0,NOWY
NEW,3,Russian,51-0,NOVYJ
NEW,3,Bulgarian,53-0,NOVO
NEW,3,Serbocroatian,54-0,NOV
NEW,3,Romani,55-0,NEVO
NEW,3,Greek_K,70-0,NEOS
NEW,3,Afghan,74-0,NEVAJ
NIGHT,1,Afghan,74-0,SPA
NIGHT,1,Waziri,75-0,SHPA
NIGHT,1,Persian_List,76-0,SHAB
NIGHT,1,Tadzik,77-0,SAB
NIGHT,1,Baluchi,78-0,SHAF
NIGHT,2,Romani,55-0,RAKI
NIGHT,2,Romani,55-1,RAT
NIGHT,2,Singhalese,56-0,RA
NIGHT,2,Kashmiri,57-0,RATH
NIGHT,2,Marathi,58-0,RATRE
NIGHT,2,Gujarati,59-0,RAT
NIGHT,2,Gujarati,59-1,RATU
NIGHT,2,Panjabi_ST,60-0,RAT
NIGHT,2,Panjabi_ST,60-1,RAT
NIGHT,2,Lahnda,61-0,RAT
NIGHT,2,Hindi,62-0,RAT
NIGHT,2,Bengali,63-0,RAT
NIGHT,2,Nepali_List,64-0,RAT
NIGHT,2,Khaskura,65-0,RAT
NIGHT,3,Welsh_N,03-0,NOS
NIGHT,3,Welsh_C,04-0,NOS
NIGHT,3,Breton_List,05-0,NOZ
NIGHT,3,Breton_SE,06-0,NOZ
NIGHT,3,Breton_ST,07-0,NOZ
NIGHT,3,Spanish,20-0,NOCHE
NIGHT,3,Slovenian,42-0,NOC
NIGHT,3,Lusatian_L,43-0,NOC
NIGHT,3,Lusatian_U,44-0,NOC
NIGHT,3,Czech,45-0,NOC
NIGHT,3,Slovak,46-0,NOC
NIGHT,3,Czech_E,47-0,NOC
NIGHT,3,Ukrainian,48-0,NIC
NIGHT,3,Byelorussian,49-0,NOC
NIGHT,3,Polish,50-0,NOC
NIGHT,3,Russian,51-0,NOC
NIGHT,3,Macedonian,52-0,NOK
NIGHT,3,Bulgarian,53-0,NOSC
NIGHT,3,Serbocroatian,54-0,NOC
NIGHT,3,Romanian_List,08-0,NOAPTE
NIGHT,3,Vlach,09-0,NWAPTE
NIGHT,3,Italian,10-0,NOTTE
NIGHT,3,Ladin,11-0,NOT
NIGHT,3,Ladin,11-1,NOAT
NIGHT,3,Provencal,12-0,NUE
NIGHT,3,Provencal,12-1,NIUE
NIGHT,3,French,13-0,NUIT
NIGHT,3,Walloon,14-0,NUT*
NIGHT,3,French_Creole_C,15-0,LANWIT
NIGHT,3,French_Creole_D,16-0,LENWIT
NIGHT,3,Sardinian_N,17-0,NOTTE
NIGHT,3,Sardinian_L,18-0,NOTTE
NIGHT,3,Sardinian_C,19-0,NOTTI
NIGHT,3,Portuguese_ST,21-0,NOITE
NIGHT,3,Brazilian,22-0,NOITE
NIGHT,3,Catalan,23-0,NIT
NIGHT,3,German_ST,24-0,NACHT
NIGHT,3,Penn_Dutch,25-0,NAACHT
NIGHT,3,Dutch_List,26-0,NACHT
NIGHT,3,Flemish,28-0,NACHT
NIGHT,3,Frisian,29-0,NACHT
